gene_id,gene_name,comparison,raw_log2FoldChange,raw_lfcSE,stat,pvalue,padj,shrunken_log2FoldChange,shrunken_lfcSE
ENSG00000003056,M6PR,KOsiINS_vs_KOsiCONT,-0.4345658338319456,0.07367801511904122,-5.898175095105638,3.6754383692887614e-9,1.0647164623455443e-6,-0.39487432707195463,0.07806870493884503
ENSG00000003989,SLC7A2,KOsiINS_vs_KOsiCONT,-0.47843357550873006,0.10820584355736311,-4.421513291517369,9.801203405814568e-6,9.868138453464034e-4,-0.3873805242675973,0.12256332003311513
ENSG00000004478,FKBP4,KOsiINS_vs_KOsiCONT,0.20686126883745348,0.0659655034260315,3.1359007070932363,0.0017132719890330125,0.04736837972907126,0.14912680826687363,0.0670241699565933
ENSG00000006468,ETV1,KOsiINS_vs_KOsiCONT,-0.6451802770707505,0.14698992004892122,-4.3892824545793445,1.1372528024834647e-5,0.0011304510510094633,-0.5060809564717776,0.16892582420079155
ENSG00000006757,PNPLA4,KOsiINS_vs_KOsiCONT,-0.30194138431130585,0.09164420208837115,-3.2947134399200535,9.852209232587826e-4,0.03184947157153863,-0.20412716846683013,0.09844608204564807
ENSG00000007341,ST7L,KOsiINS_vs_KOsiCONT,-0.2540397651618284,0.07577098614727405,-3.352731409197421,8.00183179205263e-4,0.02746907412689668,-0.1825416297849698,0.07984804150365189
ENSG00000008513,ST3GAL1,KOsiINS_vs_KOsiCONT,-0.721103219465023,0.17986979505355064,-4.009028971486496,6.096893698174907e-5,0.004177257624243322,-0.5036092513455075,0.2180309606753196
ENSG00000013583,HEBP1,KOsiINS_vs_KOsiCONT,-0.526273377838898,0.09431383084238017,-5.5800233448095264,2.404863057008313e-8,5.754941854684242e-6,-0.47044628895911356,0.1002054082899255
ENSG00000015413,DPEP1,KOsiINS_vs_KOsiCONT,0.6500407067285802,0.19709219904512074,3.298155431203875,9.732224553388025e-4,0.031633561382980915,0.3294072992017646,0.23064809225411353
ENSG00000018699,TTC27,KOsiINS_vs_KOsiCONT,0.46483264011086195,0.12224113212975438,3.802587819764787,1.4319248261247081e-4,0.007855130474741255,0.3321702896694175,0.14302735819749107
ENSG00000021645,NRXN3,KOsiINS_vs_KOsiCONT,0.4483459919310336,0.13982122931280774,3.2065659423433828,0.001343295136384875,0.039514765502014285,0.25681201171327367,0.15728944823708574
ENSG00000023318,ERP44,KOsiINS_vs_KOsiCONT,-0.33491362728779134,0.07841025735161439,-4.271298661678169,1.94337934563152e-5,0.0016713062372431071,-0.2718164715310499,0.08565908499225766
ENSG00000042493,CAPG,KOsiINS_vs_KOsiCONT,0.7752745737285532,0.16270045835947017,4.765042345582473,1.8881399185513284e-6,2.5554890438622566e-4,0.629994402056783,0.17957165940347203
ENSG00000044574,HSPA5,KOsiINS_vs_KOsiCONT,-1.3407042328985546,0.08271181517881093,-16.209343610706,4.3317026910225575e-59,3.576253741708223e-55,-1.3078897866865526,0.08207284668688566
ENSG00000047644,WWC3,KOsiINS_vs_KOsiCONT,-0.42050752357800103,0.09858456674397639,-4.265449831209959,1.99499840763955e-5,0.0016963386307906037,-0.3351811465169412,0.11127133351435246
ENSG00000050165,DKK3,KOsiINS_vs_KOsiCONT,0.5823971194872936,0.1166323910623238,4.9934423377814765,5.931249984154683e-7,9.327314260796394e-5,0.4981829281691341,0.12684701775170482
ENSG00000050405,LIMA1,KOsiINS_vs_KOsiCONT,-0.5118932059123056,0.10157852540480086,-5.0393841008457105,4.670323478739189e-7,7.560429537347205e-5,-0.4421642311561955,0.11072712193407708
ENSG00000051108,HERPUD1,KOsiINS_vs_KOsiCONT,-0.8417333977778901,0.06924662395215073,-12.155587518021473,5.357524188463753e-34,1.76926878799827e-30,-0.8198686305697428,0.06973308276733424
ENSG00000052749,RRP12,KOsiINS_vs_KOsiCONT,0.4385629835523541,0.1223568326272287,3.584295001231982,3.3798990556122417e-4,0.014962169760393924,0.29611590487100875,0.14187483941155507
ENSG00000052841,TTC17,KOsiINS_vs_KOsiCONT,-0.2298646771887527,0.07237867964850331,-3.175861708241399,0.0014939215003639834,0.04245719761447521,-0.16247548423952554,0.07458762820651761
ENSG00000063438,AHRR,KOsiINS_vs_KOsiCONT,-1.0745406190715963,0.2856538953711818,-3.761687260295633,1.687709937186747e-4,0.008763354239882884,-0.5466836348331767,0.35656881966306303
ENSG00000063978,RNF4,KOsiINS_vs_KOsiCONT,-0.48178264698018197,0.10395738588275717,-4.6344244123600316,3.579319870479699e-6,4.1620936409409007e-4,-0.4009203129733705,0.116100885123976
ENSG00000064309,CDON,KOsiINS_vs_KOsiCONT,-0.5191512196031941,0.11842867282461506,-4.383661551050414,1.167010333133315e-5,0.0011402174331773549,-0.41570853123974755,0.1351779795512948
ENSG00000065717,TLE2,KOsiINS_vs_KOsiCONT,0.5438886135006381,0.12211146933516631,4.454033814037533,8.427181951605976e-6,8.806938505374549e-4,0.4387858272538488,0.13879008546741028
ENSG00000066926,FECH,KOsiINS_vs_KOsiCONT,-0.28958870994622615,0.0868887235268249,-3.3328687336144633,8.595548613759567e-4,0.028847499737885765,-0.20022349165070324,0.09302387878563552
ENSG00000067167,TRAM1,KOsiINS_vs_KOsiCONT,-0.46559045811524336,0.10680304874158343,-4.359336775505053,1.3045721612973312e-5,0.0012357679324357545,-0.37411108124095266,0.12122882431910853
