gene_id,gene_name,comparison,raw_log2FoldChange,raw_lfcSE,stat,pvalue,padj,shrunken_log2FoldChange,shrunken_lfcSE
ENSG00000000003,TSPAN6,KOsiCONT_vs_EVsiCONT,-0.09830068866138797,5.267429299613096,-0.01866198539553409,0.9851107542295144,NA,-0.0019313305672213547,0.738339778099047
ENSG00000000005,TNMD,KOsiCONT_vs_EVsiCONT,NA,NA,NA,NA,NA,0,0.8328988190119738
ENSG00000000419,DPM1,KOsiCONT_vs_EVsiCONT,0.1243131681593922,0.0992890421761435,1.252033108939199,0.2105577998012448,0.3598340916499607,0.1098429867592377,0.09368631348521218
ENSG00000000457,SCYL3,KOsiCONT_vs_EVsiCONT,0.20007951041688882,0.09049259522583575,2.211004225456956,0.027035544453334472,0.07185847547450706,0.1811364800384066,0.08683871238919175
ENSG00000000460,C1orf112,KOsiCONT_vs_EVsiCONT,0.36377223856333335,0.11832192908479619,3.074427888195041,0.0021090670139942585,0.008071964835210214,0.31837001359249234,0.11478853974579364
ENSG00000000938,FGR,KOsiCONT_vs_EVsiCONT,-1.4409147942332348,1.9384277898512232,-0.7433420020994576,0.4572746483107664,0.6209632272556668,-0.12328265638975434,0.6014030061748313
ENSG00000000971,CFH,KOsiCONT_vs_EVsiCONT,-0.09816908062657193,5.267429299972591,-0.018637000144849168,0.9851306861087923,NA,-0.001928744751843408,0.7383397267603958
ENSG00000001036,FUCA2,KOsiCONT_vs_EVsiCONT,0.3852880051284346,0.10894199600076386,3.536634349215826,4.05260320539235e-4,0.0018846245464810888,0.34506606828741665,0.10686511858841342
ENSG00000001084,GCLC,KOsiCONT_vs_EVsiCONT,-0.4169301345042338,0.09431552625341684,-4.420588540045699,9.843244350182995e-6,6.609667766440326e-5,-0.38537518662112796,0.09369389423559676
ENSG00000001167,NFYA,KOsiCONT_vs_EVsiCONT,-0.2811590569825162,0.08096590239830123,-3.4725612715262626,5.155173233216308e-4,0.0023338932012384505,-0.2611044593384884,0.07910085828421327
ENSG00000001460,STPG1,KOsiCONT_vs_EVsiCONT,0.5565016315746406,0.1261727576301131,4.4106322317696796,1.0306924236027505e-5,6.889252426438107e-5,0.5025131496625693,0.12795383368079688
ENSG00000001461,NIPAL3,KOsiCONT_vs_EVsiCONT,-0.10874818051343835,0.13046783392220807,-0.8335248409066088,0.4045487940251801,0.5707176940150032,-0.08910107071818296,0.11856318966787957
ENSG00000001497,LAS1L,KOsiCONT_vs_EVsiCONT,0.14859173121117464,0.08865599030355568,1.6760484057805978,0.09372871152065697,0.19484195125967305,0.13451127371066685,0.08474259316281446
