gene_id,gene_name,comparison,raw_log2FoldChange,raw_lfcSE,stat,pvalue,padj,shrunken_log2FoldChange,shrunken_lfcSE
ENSG00000000003,TSPAN6,EVsiINS_vs_EVsiCONT,2.6137093307962624,5.197916048565545,0.5028379270414652,0.6150782257758257,NA,0.0011254204645650627,0.10837045352823726
ENSG00000000005,TNMD,EVsiINS_vs_EVsiCONT,NA,NA,NA,NA,NA,0,0.13780267629316442
ENSG00000000419,DPM1,EVsiINS_vs_EVsiCONT,0.06238751565616085,0.09946214885851537,0.6272488215080384,0.5304961452003981,0.9677518535746282,0.007651191342664474,0.03783266408921017
ENSG00000000457,SCYL3,EVsiINS_vs_EVsiCONT,0.11709554814381694,0.0912455170516796,1.2833019300827284,0.19938631675916776,0.8217938319491124,0.019951753890997372,0.04984074028045095
ENSG00000000460,C1orf112,EVsiINS_vs_EVsiCONT,-0.20136770883213764,0.11959006079351643,-1.6838164266829672,0.09221715158279808,0.6460699564195123,-0.03711868402958383,0.07524804731926092
ENSG00000000938,FGR,EVsiINS_vs_EVsiCONT,1.383396843070226,1.6894005576668563,0.818868465972785,0.4128614630641724,NA,0.005107782127624901,0.10427111534857317
ENSG00000000971,CFH,EVsiINS_vs_EVsiCONT,0.09303785193222698,5.267538927385997,0.017662489677773823,0.9859081048774919,NA,3.888588861869049e-5,0.1076902331075751
ENSG00000001036,FUCA2,EVsiINS_vs_EVsiCONT,-0.10299090157805774,0.10906889424871291,-0.9442738214912553,0.34502973989380925,0.9116450575248053,-0.01345643953978733,0.046398041384200533
ENSG00000001084,GCLC,EVsiINS_vs_EVsiCONT,0.3131302274777253,0.09394932810971691,3.3329693120534314,8.592441926251698e-4,0.04549471883057478,0.20950987524249096,0.11911894920790225
ENSG00000001167,NFYA,EVsiINS_vs_EVsiCONT,-0.09565220689571945,0.08097351773533853,-1.1812776518905617,0.23749244223035054,0.8471210470326407,-0.016219159758932605,0.04324140156311121
ENSG00000001460,STPG1,EVsiINS_vs_EVsiCONT,-0.12709701879378402,0.12981817849027597,-0.9790386852739905,0.3275608653694638,0.9015125704337654,-0.015081992042184422,0.05265332308511059
ENSG00000001461,NIPAL3,EVsiINS_vs_EVsiCONT,-0.06316628573092978,0.13062293131039096,-0.4835773098739589,0.6286858810566551,0.9763521690900014,-0.006455437072938767,0.043661605625749486
ENSG00000001497,LAS1L,EVsiINS_vs_EVsiCONT,0.09996135647111604,0.08904405548746552,1.1226056127372512,0.26160503056029555,0.8652669935300806,0.015761100600935517,0.044612788132897326
ENSG00000001561,ENPP4,EVsiINS_vs_EVsiCONT,0.061244623902932505,0.13123245993273724,0.4666880734714813,0.6407230638789857,0.9790983305161844,0.006220672108674356,0.04359854970132183
ENSG00000001617,SEMA3F,EVsiINS_vs_EVsiCONT,0.40678255483187137,0.24354679015878794,1.6702439583238062,0.09487110605331012,0.6546839408818731,0.040125414463588305,0.10940475244344512
ENSG00000001626,CFTR,EVsiINS_vs_EVsiCONT,-1.6960908312074952,1.5451920266150028,-1.0976569914893108,0.27235429663229455,NA,-0.007504591218082584,0.10610549190381145
ENSG00000001629,ANKIB1,EVsiINS_vs_EVsiCONT,0.15582447324637264,0.11138282081432238,1.3989991643876165,0.16181323364399505,0.7769034030824266,0.025209920706470667,0.06045116649254574
ENSG00000001630,CYP51A1,EVsiINS_vs_EVsiCONT,0.020625753866866003,0.07916447292712184,0.2605430580691657,0.794444906257206,0.9894837361800983,0.002512266389877818,0.028117943720443274
ENSG00000001631,KRIT1,EVsiINS_vs_EVsiCONT,0.14104944571896383,0.1060062449461147,1.3305767579132943,0.18332831430832622,0.8059847895375309,0.022652569090028548,0.05632351381202456
ENSG00000002016,RAD52,EVsiINS_vs_EVsiCONT,0.153988597368598,0.1375302857649827,1.1196704530356312,0.26285422058346203,0.8658191218063112,0.01860681433636531,0.058520017330704485
ENSG00000002079,MYH16,EVsiINS_vs_EVsiCONT,NA,NA,NA,NA,NA,0,0.13780267629316442
ENSG00000002330,BAD,EVsiINS_vs_EVsiCONT,-0.12167840368123657,0.15581698000632233,-0.7809059299974844,0.4348578240904972,0.9399319885522095,-0.011826918964839499,0.053892672169528345
ENSG00000002549,LAP3,EVsiINS_vs_EVsiCONT,0.10794641320101593,0.07102119717989201,1.5199182425437687,0.12853152495675219,0.7237886532138216,0.024071473330075175,0.0488371004472127
ENSG00000002586,CD99,EVsiINS_vs_EVsiCONT,0.08550968332133665,0.09523695380939128,0.8978624357565769,0.36925889337226153,0.9229409760197104,0.011759600154719175,0.04137926050676049
ENSG00000002587,HS3ST1,EVsiINS_vs_EVsiCONT,0.019141759833210596,0.21286788092594405,0.08992319437740794,0.9283482493707239,0.9950635656383634,0.0013005838437560775,0.05556255494228166
ENSG00000002726,AOC1,EVsiINS_vs_EVsiCONT,0.11487374284011707,0.41407122160104376,0.27742508256417187,0.7814537240839021,0.9894837361800983,0.004028468386654097,0.07826523770136938
ENSG00000002745,WNT16,EVsiINS_vs_EVsiCONT,-0.7908854954277873,1.4687742987591277,-0.5384663226310232,0.5902551492452871,NA,-0.0037518917151410478,0.10194564421960414
ENSG00000002746,HECW1,EVsiINS_vs_EVsiCONT,NA,NA,NA,NA,NA,0,0.13780267629316442
ENSG00000002822,MAD1L1,EVsiINS_vs_EVsiCONT,0.22787431135368696,0.13445315796555216,1.694823050657315,0.0901089933600543,0.639968440383575,0.0387478683063822,0.08136421840468677
ENSG00000002834,LASP1,EVsiINS_vs_EVsiCONT,0.08217841082540203,0.11534152991661187,0.7124789387206353,0.47616824887511167,0.9551060030834577,0.009578466772470979,0.04339618645737045
ENSG00000002919,SNX11,EVsiINS_vs_EVsiCONT,-0.12705233977300284,0.09557059795249061,-1.3294082332325912,0.1837133230144777,0.8066406290612574,-0.02169358302525819,0.052778873751883656
ENSG00000002933,TMEM176A,EVsiINS_vs_EVsiCONT,0.1232889142321606,0.27329360488669246,0.4511225730410932,0.651901209460471,0.98137331090456,0.006899449040233845,0.06670223934887873
ENSG00000003056,M6PR,EVsiINS_vs_EVsiCONT,-0.22953210524397577,0.07362350061921658,-3.1176472636247516,0.001823008455793282,0.07641443777200173,-0.15033573854354118,0.08946388210118356
ENSG00000003096,KLHL13,EVsiINS_vs_EVsiCONT,-2.6156075261449985,2.301321828677158,-1.1365674689873764,0.2557191458071034,NA,-0.005442740325418142,0.10755155193968642
ENSG00000003137,CYP26B1,EVsiINS_vs_EVsiCONT,0.024952167511507875,0.8474417646678328,0.029444108789337568,0.9765103943133915,NA,3.0858966673973385e-4,0.09424679057062461
ENSG00000003147,ICA1,EVsiINS_vs_EVsiCONT,0.09536906540577558,0.10055854749864775,0.9483934262978296,0.3429292047394721,0.9104137709672548,0.01304663650947909,0.04406254651134233
ENSG00000003249,DBNDD1,EVsiINS_vs_EVsiCONT,0.2898009081949915,0.1709471778120944,1.6952658236542602,0.09002500501354758,0.639968440383575,0.040601386520322934,0.09374543670436285
ENSG00000003393,ALS2,EVsiINS_vs_EVsiCONT,-0.010465265882291484,0.10717377547000889,-0.09764763662002413,0.9222120966712206,0.99458567015267,-0.0011382478936466307,0.03541952805841251
ENSG00000003400,CASP10,EVsiINS_vs_EVsiCONT,0.7163977819874064,1.584849520839195,0.4520288977391784,0.6512481645346929,NA,0.0029464730612969846,0.10214492027106156
ENSG00000003402,CFLAR,EVsiINS_vs_EVsiCONT,-0.01907444524195658,0.09111124693338542,-0.209353355199963,0.8341724030309481,0.9894837361800983,-0.0022283363034356013,0.031470375774134626
ENSG00000003436,TFPI,EVsiINS_vs_EVsiCONT,0.44684980041503497,0.8318085247181002,0.5372027180972596,0.591127593945583,NA,0.005789885462388009,0.0961881034047706
ENSG00000003509,NDUFAF7,EVsiINS_vs_EVsiCONT,0.024584799747441873,0.11988567353188304,0.2050687044011448,0.8375184470717687,0.9894837361800983,0.002543162750177558,0.03889335468807743
ENSG00000003756,RBM5,EVsiINS_vs_EVsiCONT,0.030427022473359027,0.08812479953156561,0.34527196243391517,0.7298899228330897,0.9837789446567288,0.003658178545705348,0.03144215428306467
ENSG00000003987,MTMR7,EVsiINS_vs_EVsiCONT,0.17075070061651662,0.1148172239807347,1.4871523164953637,0.13697458664009446,0.7401388248716889,0.028527995157037113,0.06494023282048675
ENSG00000003989,SLC7A2,EVsiINS_vs_EVsiCONT,-0.25240243295966114,0.10818515605981581,-2.3330597482348434,0.01964500967388672,0.324733351817827,-0.08216196563384398,0.1047920355826563
ENSG00000004059,ARF5,EVsiINS_vs_EVsiCONT,0.13621008316709382,0.12343397194944976,1.1035056315199538,0.26980764732573503,0.8711227059437134,0.017633977183965702,0.05438526032496023
ENSG00000004139,SARM1,EVsiINS_vs_EVsiCONT,0.0996917915173469,0.08785194294396183,1.1347704806134722,0.25647149765187577,0.8604632618730614,0.01591745327515744,0.04451626634594539
ENSG00000004142,POLDIP2,EVsiINS_vs_EVsiCONT,0.04830642960092243,0.07759895375275795,0.6225139291804636,0.5336039875216922,0.9677518535746282,0.006426013168435375,0.031052195474599465
ENSG00000004399,PLXND1,EVsiINS_vs_EVsiCONT,0.04754647957792404,0.11411489209343344,0.4166544673152263,0.6769311634153508,0.9817977412836704,0.00519369860972996,0.03908365656334755
ENSG00000004455,AK2,EVsiINS_vs_EVsiCONT,0.007757421648638495,0.0681273908090622,0.11386641344272082,0.9093436905475186,0.9932006702551204,9.464013279099888e-4,0.02388420810954062
ENSG00000004468,CD38,EVsiINS_vs_EVsiCONT,1.065147120407922,2.1708510498330766,0.49065877665343477,0.6236678074410646,NA,0.002429633031250798,0.10412349516968625
ENSG00000004478,FKBP4,EVsiINS_vs_EVsiCONT,0.17801048791016447,0.06629788042361057,2.685010241244,0.007252758379769148,0.18540608940330638,0.09845711329665943,0.0792302882322506
ENSG00000004487,KDM1A,EVsiINS_vs_EVsiCONT,0.11329363232475952,0.06083909627300202,1.8621846684963783,0.062577064727103407,0.564030677079672,0.03509402751940941,0.054237411458361175
ENSG00000004534,RBM6,EVsiINS_vs_EVsiCONT,0.02385318052668308,0.14661078312250153,0.16269731338077917,0.8707567624172117,0.9923065384681053,0.0021695627271733704,0.04443691127020841
ENSG00000004660,CAMKK1,EVsiINS_vs_EVsiCONT,0.11508948789703471,0.09091457433765371,1.2659080101898315,0.205546018267556,0.8237569607724826,0.019448583423824765,0.04920794724789573
ENSG00000004700,RECQL,EVsiINS_vs_EVsiCONT,0.13614976495404577,0.143554242321107,0.9484203514480705,0.3429155028788297,0.9104137709672548,0.014868778397064101,0.055144196518816045
ENSG00000004766,VPS50,EVsiINS_vs_EVsiCONT,0.11868301708856023,0.14281406213536216,0.8310317297471028,0.40595570483788107,0.931048046234749,0.012490930222496009,0.052186076577518406
ENSG00000004776,HSPB6,EVsiINS_vs_EVsiCONT,-0.23379879652214328,0.2868706751803076,-0.8149971982155132,0.4150739138475029,0.9340599150600788,-0.013415060145676727,0.07564362898136022
ENSG00000004777,ARHGAP33,EVsiINS_vs_EVsiCONT,-0.31298049770351444,0.15074276187369798,-2.0762555615489497,0.03787032095692442,0.456161558650704,-0.06484717928547368,0.11297019873934043
ENSG00000004779,NDUFAB1,EVsiINS_vs_EVsiCONT,0.025685797096267744,0.11173356115755316,0.22988435014658432,0.8181816374588788,0.9894837361800983,0.002764161029854612,0.03706843904773623
ENSG00000004799,PDK4,EVsiINS_vs_EVsiCONT,0.16780118018671486,0.21012925208062325,0.7985617353376969,0.4245445827157515,0.9362156903460717,0.012855912347933917,0.06438175061010032
ENSG00000004809,SLC22A16,EVsiINS_vs_EVsiCONT,-0.28532818198694115,0.17180414384499423,-1.6607759021480355,0.09675846266929745,0.6588437841902793,-0.038897689287910604,0.09187308232672564
ENSG00000004838,ZMYND10,EVsiINS_vs_EVsiCONT,-0.36616963656492185,0.2854156937851719,-1.2829344865686756,0.19951502936874363,0.821798177327614,-0.02481021354316405,0.09259102214834869
ENSG00000004846,ABCB5,EVsiINS_vs_EVsiCONT,1.054592640922932,5.267538926607876,0.20020595113134845,0.8413195130697105,NA,4.4108603394382777e-4,0.10780462781999953
ENSG00000004848,ARX,EVsiINS_vs_EVsiCONT,0.1378031503577869,0.15034468740220788,0.9165814418778272,0.3593620127531849,0.917983510180076,0.014376789283385549,0.055864228890402344
ENSG00000004864,SLC25A13,EVsiINS_vs_EVsiCONT,0.0452196128716841,0.0637326997953906,0.7095198072082074,0.47800196436354614,0.9551060030834577,0.006374130528870489,0.02720112475346207
