"gene_id","wald_stat"
"ENSG00000285238",8.93594710286825
"ENSG00000108551",7.3722740403223
"ENSG00000205978",6.22200206465191
"ENSG00000164442",6.13135828902385
"ENSG00000178773",6.05554249527998
"ENSG00000167711",6.05146879055765
"ENSG00000101438",5.94015139446921
"ENSG00000124440",5.71996016515813
"ENSG00000178980",5.67740532169057
"ENSG00000117318",5.52786607760093
"ENSG00000171303",5.47800296963911
"ENSG00000154548",5.46355489531236
"ENSG00000103942",5.45839995092524
"ENSG00000125968",5.4423630612209
"ENSG00000106624",5.44181669231794
"ENSG00000165272",5.32524584809371
"ENSG00000108830",5.32169313463389
"ENSG00000134198",5.31072442955218
"ENSG00000261713",5.30563274950712
"ENSG00000124194",5.28764935772057
"ENSG00000108179",5.16985826969269
"ENSG00000203618",5.16927081816154
"ENSG00000172818",5.11769449349062
"ENSG00000163517",5.11405487280961
"ENSG00000088826",5.07662708148285
"ENSG00000158246",5.00638710997324
"ENSG00000050165",4.99344233778148
"ENSG00000187867",4.96907968676044
"ENSG00000125816",4.93455603391388
"ENSG00000196700",4.87273009559414
"ENSG00000101400",4.80233438866152
"ENSG00000042493",4.76504234558247
"ENSG00000174749",4.69726829306229
"ENSG00000128564",4.65416851876444
"ENSG00000177380",4.6364313641404
"ENSG00000196169",4.62356831309983
"ENSG00000161905",4.60035244110948
"ENSG00000259953",4.59646953165465
"ENSG00000106868",4.52887348166479
"ENSG00000104998",4.50348124606983
"ENSG00000115738",4.46738189075389
"ENSG00000065717",4.45403381403753
"ENSG00000168917",4.37989079604249
"ENSG00000196155",4.36434339814272
"ENSG00000135519",4.35062762005674
"ENSG00000248672",4.3387085001805
"ENSG00000260566",4.33412200596167
"ENSG00000108947",4.30747535058904
"ENSG00000120217",4.30402117395776
"ENSG00000166016",4.29693006526094
"ENSG00000124831",4.27863673204418
"ENSG00000223572",4.27264020309551
"ENSG00000270136",4.26992511541014
"ENSG00000106565",4.24741180478467
"ENSG00000158156",4.19981628330944
"ENSG00000249624",4.16424843475035
"ENSG00000233369",4.15838986711029
"ENSG00000103154",4.13870793132203
"ENSG00000100321",4.11312647322169
"ENSG00000183837",4.10972150425355
"ENSG00000189159",4.07212356767614
"ENSG00000188803",4.07126065455574
"ENSG00000161509",4.06504075044154
"ENSG00000129219",4.06252856210866
"ENSG00000223764",4.05364485925362
"ENSG00000225663",4.0529742620956
"ENSG00000115266",4.03665339035066
"ENSG00000204472",4.00310072501459
"ENSG00000130005",3.99859087271901
"ENSG00000163462",3.9646493990162
"ENSG00000139641",3.95453315973461
"ENSG00000117472",3.93595661668252
"ENSG00000090621",3.93582825142784
"ENSG00000185386",3.93532260339781
"ENSG00000136098",3.91327256025831
"ENSG00000101347",3.91250895190312
"ENSG00000179846",3.90805006043443
"ENSG00000136698",3.85400402990614
"ENSG00000273156",3.85039953155367
"ENSG00000116095",3.84261976095581
"ENSG00000141258",3.83811795501954
"ENSG00000120693",3.83599042273164
"ENSG00000099812",3.83567550108822
"ENSG00000166831",3.83053038090408
"ENSG00000249896",3.82676284701733
"ENSG00000018699",3.80258781976479
