"gene_id","wald_stat"
"ENSG00000196353",7.83262232737467
"ENSG00000088826",5.72019652536259
"ENSG00000108551",5.64052811329808
"ENSG00000139641",5.6223349557664
"ENSG00000163377",5.57856562629222
"ENSG00000178401",5.56669396159993
"ENSG00000118523",5.37825684942345
"ENSG00000021645",5.32977029995064
"ENSG00000233013",5.32324830917655
"ENSG00000161905",5.12801829462926
"ENSG00000166016",5.12607192178243
"ENSG00000134198",4.98090123679863
"ENSG00000143507",4.97025694342198
"ENSG00000124831",4.93549988641234
"ENSG00000143641",4.88026661663382
"ENSG00000128294",4.85181294024261
"ENSG00000117152",4.84466342763525
"ENSG00000119698",4.82251947463909
"ENSG00000125816",4.76478212408157
"ENSG00000154548",4.71330572356205
"ENSG00000108179",4.69314384063441
"ENSG00000165272",4.66920980583598
"ENSG00000053108",4.61143834965445
"ENSG00000129680",4.59133814805529
"ENSG00000261713",4.4864223805695
"ENSG00000120693",4.48520849622261
"ENSG00000138162",4.46172934529666
"ENSG00000109956",4.44145674898095
"ENSG00000154640",4.41520774808805
"ENSG00000180190",4.40399507853706
"ENSG00000147041",4.35009674852871
"ENSG00000101438",4.29386159500459
"ENSG00000169504",4.29301726965975
"ENSG00000120217",4.26175712943669
"ENSG00000106868",4.25093794054152
"ENSG00000120278",4.23301580974947
"ENSG00000165434",4.16028191153972
"ENSG00000178473",4.13354373772113
"ENSG00000205927",4.12576296513486
"ENSG00000186479",4.10804234349914
"ENSG00000285138",4.08222450974183
"ENSG00000178980",4.04913403969868
"ENSG00000123191",4.04089666911012
"ENSG00000119771",3.95981458355962
"ENSG00000150712",3.93316201413058
"ENSG00000198060",3.91502852906151
"ENSG00000169291",3.90119820949558
"ENSG00000136999",3.8908713266012
"ENSG00000198535",3.86478120048882
"ENSG00000128512",3.85815602006247
"ENSG00000099940",3.85793509571319
"ENSG00000205978",3.82121430919002
"ENSG00000164626",3.81718265694414
"ENSG00000152969",3.78842890731833
"ENSG00000178695",3.75818567478535
"ENSG00000006047",3.75262702758905
"ENSG00000163932",3.73310494604474
"ENSG00000178445",3.71143506725462
"ENSG00000088367",3.69710440395198
"ENSG00000107897",3.69387651284261
"ENSG00000261720",3.68082498548468
"ENSG00000151632",3.6569838445033
"ENSG00000100077",3.65029776802307
"ENSG00000120800",3.64161419199811
"ENSG00000101347",3.64002231955404
"ENSG00000171503",3.63253282613078
"ENSG00000172201",3.62254804747371
"ENSG00000125430",3.62109351837268
"ENSG00000137575",3.61880413447237
"ENSG00000214575",3.58925758224131
"ENSG00000127325",3.58722687932549
"ENSG00000124532",3.57709410893989
