"gene_id","wald_stat"
"ENSG00000285238",6.70433547807522
"ENSG00000129965",5.40246386705082
"ENSG00000249624",5.24338174444983
"ENSG00000278878",4.51215572809908
"ENSG00000261771",4.12944820351873
"ENSG00000281028",4.12368582971643
"ENSG00000124440",3.98615591804077
"ENSG00000012171",3.8596873753647
"ENSG00000203618",3.66560206266785
"ENSG00000166831",3.58106719046097
"ENSG00000271698",3.55468946856664
"ENSG00000142235",3.53582135138969
"ENSG00000187922",3.36887330132551
"ENSG00000106565",3.26548012552164
"ENSG00000261310",3.23237529668615
"ENSG00000264727",3.15762859306722
"ENSG00000186648",3.12627475153371
"ENSG00000204241",3.11543771272702
"ENSG00000183837",3.11057829215885
"ENSG00000204003",3.09372726750599
"ENSG00000122733",3.08015447121115
"ENSG00000170165",3.07144315644856
"ENSG00000273156",3.02894345799823
"ENSG00000255245",3.02175838306786
"ENSG00000273213",2.99737444409227
"ENSG00000284523",2.99097817099759
"ENSG00000130600",2.98700700611567
"ENSG00000211644",2.95933382225319
"ENSG00000236017",2.95458317445965
"ENSG00000111186",2.94563215183841
"ENSG00000183298",2.94563014915667
"ENSG00000140481",2.93970141540078
"ENSG00000125571",2.93674064925446
"ENSG00000260566",2.93405140176021
"ENSG00000106624",2.93400514318102
"ENSG00000244021",2.92978871853784
"ENSG00000232645",2.90499278094765
"ENSG00000225447",2.90310775037804
"ENSG00000248483",2.87032809956249
"ENSG00000274943",2.8693189387626
"ENSG00000117154",2.85943356573572
"ENSG00000279861",2.85577918046755
"ENSG00000103269",2.84086284025783
"ENSG00000261509",2.8405214182224
"ENSG00000172818",2.83918952651062
"ENSG00000248672",2.8352459094224
"ENSG00000279078",2.82037025413387
"ENSG00000260563",2.8056710065175
"ENSG00000136698",2.80055315327762
"ENSG00000284626",2.79716038684166
"ENSG00000087076",2.78512980047811
"ENSG00000106333",2.7773139869263
"ENSG00000153898",2.77604652946763
"ENSG00000172803",2.7750648794607
"ENSG00000149972",2.7736554482601
"ENSG00000280018",2.76691670015767
"ENSG00000167711",2.761463970555
"ENSG00000253978",2.74699473878499
"ENSG00000259941",2.73032024147518
"ENSG00000285338",2.72544718202405
"ENSG00000241404",2.7253780463234
"ENSG00000126583",2.72320308151325
"ENSG00000102385",2.71662463118757
"ENSG00000240184",2.70991350254595
"ENSG00000100079",2.70769014612805
"ENSG00000249115",2.70259047400372
"ENSG00000261613",2.70158156939201
"ENSG00000130829",2.69796255277939
"ENSG00000169758",2.69635773715103
"ENSG00000083838",2.68959693818925
"ENSG00000279138",2.68523101450706
"ENSG00000004777",2.66836679081077
"ENSG00000120896",2.66662867212182
"ENSG00000105289",2.65677264100416
"ENSG00000163958",2.65195737969452
"ENSG00000236439",2.64480437113735
"ENSG00000285897",2.64005980047521
"ENSG00000215644",2.63779843399083
"ENSG00000239569",2.63426819760263
"ENSG00000068724",2.61482112967873
"ENSG00000218358",2.61388415895322
"ENSG00000203797",2.60223867952222
"ENSG00000264490",2.59754039628788
"ENSG00000268713",2.58521659510542
"ENSG00000277969",2.57366135656166
"ENSG00000256977",2.56812928833657
"ENSG00000256950",2.56801672991839
"ENSG00000168135",2.5653853485558
"ENSG00000160282",2.56120443730893
"ENSG00000276505",2.56080651053324
"ENSG00000270136",2.55517951862627
"ENSG00000172367",2.54794065273396
"ENSG00000283515",2.5440313508426
"ENSG00000187690",2.53921392344536
"ENSG00000102738",2.52714641601166
"ENSG00000213722",2.52272487373821
"ENSG00000275409",2.52236660178894
"ENSG00000220305",2.52234652857101
"ENSG00000226472",2.51220887378636
"ENSG00000278561",2.50240446325753
"ENSG00000176020",2.49066777371409
"ENSG00000233024",2.48729491589231
"ENSG00000136147",2.48693197902874
"ENSG00000165949",2.48282815213709
"ENSG00000064666",2.4747544741292
"ENSG00000268401",2.46057078495314
"ENSG00000100033",2.45745102201018
"ENSG00000167685",2.45575172086071
"ENSG00000125864",2.45208035130557
"ENSG00000095539",2.44485867005314
"ENSG00000130558",2.43942367902477
"ENSG00000179921",2.43857629348494
"ENSG00000171984",2.43721398829264
"ENSG00000241484",2.43458662312837
"ENSG00000144591",2.43448251552305
"ENSG00000180902",2.43274269499984
"ENSG00000154479",2.4326001938013
"ENSG00000278948",2.43186609025666
"ENSG00000213903",2.43108205794419
"ENSG00000240038",2.42949969572972
"ENSG00000198569",2.42942127928397
"ENSG00000268543",2.42214202187573
"ENSG00000181392",2.41121480872461
"ENSG00000198873",2.41059037397529
"ENSG00000183785",2.40952019065859
"ENSG00000177098",2.4087053638135
"ENSG00000167550",2.40353059734664
"ENSG00000260807",2.39986357724448
"ENSG00000130005",2.39824149387846
"ENSG00000164442",2.3956240272415
"ENSG00000253361",2.39211459810016
"ENSG00000231431",2.39112930950622
"ENSG00000255508",2.38681390899701
"ENSG00000147804",2.38628774837114
"ENSG00000254870",2.38457767793122
"ENSG00000272583",2.383327597209
"ENSG00000111305",2.38172166872044
"ENSG00000273432",2.38126254301262
